Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
513,spider_bak-college_1-0077.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.93,1.0,0.0,False
514,spider_bak-college_1-0077.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,2.13,15.0,0.0,False
515,spider_bak-college_1-0077.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,2.11,0.0,25.0,False
516,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.27,0.0,0.0,False
517,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.33,14.0,0.0,False
518,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.29,0.0,0.0,False
519,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.46,10.0,0.0,False
520,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.3,0.0,0.0,False
521,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.27,0.0,0.0,False
522,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.34,0.0,0.0,False
523,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.26,3.0,0.0,False
524,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.48,0.0,0.0,False
525,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.27,7.0,0.0,False
526,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.28,0.0,0.0,False
527,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,1.37,0.0,0.0,False
528,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.54,0.0,25.0,False
529,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.43,0.0,0.0,False
530,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.68,4.0,0.0,False
531,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,1.4,0.0,0.0,False
532,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.3,1.0,0.0,False
533,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.4,0.0,0.0,False
534,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.51,1.0,0.0,False
535,spider-soccer_2-0032.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.52,0.0,0.0,False
536,spider-soccer_2-0032.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.42,2.0,0.0,False
537,spider_bak-college_3-0030.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.8,5.0,0.0,False
538,spider_bak-college_3-0030.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.7,2.0,0.0,False
539,spider_bak-college_3-0030.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.73,0.0,25.0,False
540,db2csv-battle_death-0008_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.38,0.0,0.0,True
541,db2csv-battle_death-0008_dev.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.54,0.0,25.0,False
542,db2csv-battle_death-0008_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.37,0.0,0.0,True
543,spider_bak-loan_1-0013.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.14,0.0,25.0,False
544,spider_bak-gymnast-0006.txt,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.09,1.0,0.0,True
545,spider-college_1-0055.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,2.4,0.0,25.0,False
546,spider-college_1-0055.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.92,0.0,25.0,False
547,spider-college_1-0055.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.98,0.0,25.0,False
548,spider_bak-customers_campaigns_ecommerce-0003.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.43,2.0,0.0,False
549,spider_bak-candidate_poll-0015.txt,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.27,0.0,0.0,True
550,spider_bak-candidate_poll-0015.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.48,0.0,0.0,True
551,spider_bak-candidate_poll-0015.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.35,0.0,0.0,True
552,spider_bak-candidate_poll-0015.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.27,2.0,0.0,True
553,spider_bak-candidate_poll-0015.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.17,0.0,0.0,True
554,spider_bak-candidate_poll-0015.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.25,2.0,0.0,True
